PWA-ACO Hybrid  —  run summary
========================================
Dataset   : u724
Cities    : 724
Elapsed   : 425.2s

PWA best  : 568.664189
Hybrid    : 499.627767
Improvement: +12.140%

ACO convergence history (best per iteration):
  iter    1: 524.319327
  iter    2: 523.754499
  iter    3: 518.204146
  iter    4: 518.204146
  iter    5: 513.090688
  iter    6: 513.090688
  iter    7: 513.090688
  iter    8: 513.090688
  iter    9: 513.090688
  iter   10: 513.090688
  iter   11: 513.090688
  iter   12: 513.090688
  iter   13: 513.090688
  iter   14: 513.090688
  iter   15: 513.090688
  iter   16: 513.090688
  iter   17: 513.090688
  iter   18: 513.090688
  iter   19: 513.090688
  iter   20: 513.090688
  iter   21: 513.090688
  iter   22: 512.327344
  iter   23: 512.327344
  iter   24: 512.327344
  iter   25: 512.327344
  iter   26: 512.327344
  iter   27: 512.327344
  iter   28: 512.327344
  iter   29: 512.327344
  iter   30: 512.327344
  iter   31: 512.327344
  iter   32: 512.327344
  iter   33: 512.327344
  iter   34: 512.327344
  iter   35: 512.327344
  iter   36: 512.327344
  iter   37: 512.327344
  iter   38: 512.327344
  iter   39: 512.327344
  iter   40: 512.327344
  iter   41: 512.327344
  iter   42: 512.327344
  iter   43: 512.327344
  iter   44: 512.327344
  iter   45: 512.327344
  iter   46: 512.327344
  iter   47: 512.327344
  iter   48: 512.327344
  iter   49: 512.327344
  iter   50: 512.327344
  iter   51: 512.327344
  iter   52: 512.327344
  iter   53: 512.327344
  iter   54: 512.327344
  iter   55: 512.327344
  iter   56: 512.327344
  iter   57: 512.327344
  iter   58: 512.327344
  iter   59: 512.327344
  iter   60: 512.237700
  iter   61: 512.237700
  iter   62: 512.237700
  iter   63: 512.237700
  iter   64: 512.237700
  iter   65: 512.237700
  iter   66: 512.237700
  iter   67: 512.237700
  iter   68: 512.237700
  iter   69: 512.237700
  iter   70: 512.237700
  iter   71: 512.237700
  iter   72: 512.237700
  iter   73: 512.237700
  iter   74: 512.237700
  iter   75: 512.237700
  iter   76: 512.237700
  iter   77: 512.237700
  iter   78: 512.237700
  iter   79: 512.237700
  iter   80: 512.237700

Best tour:
